,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,qostanay,53.1667,63.5833,50.29,93,0,4.47,KZ,1627259721
371,paamiut,61.994,-49.6678,45.05,71,100,2.8,GL,1627259722
372,zurrieq,35.8311,14.4742,76.96,88,0,6.91,MT,1627259722
373,tual,-5.6667,132.75,79.77,80,77,22.68,ID,1627259722
374,gigmoto,13.7796,124.39,86.04,72,100,11.72,PH,1627259722
375,the pas,53.8251,-101.2541,68.02,68,75,5.32,CA,1627259723
376,cidreira,-30.1811,-50.2056,66.42,73,68,6.15,BR,1627259723
377,bud,39.447,-86.1758,85.84,87,76,4.23,US,1627259723
378,milicz,51.5277,17.2714,65.05,86,85,4.59,PL,1627259724
379,itarema,-2.9248,-39.9167,78.03,80,6,16.13,BR,1627259724
380,sitka,57.0531,-135.33,57.09,82,90,5.75,US,1627259661
381,chute-aux-outardes,49.1168,-68.399,68.31,100,90,2.3,CA,1627259724
382,monte patria,-30.6919,-70.9467,51.8,72,0,1.77,CL,1627259725
383,miyako,39.6367,141.9525,76.73,63,3,6.33,JP,1627259725
384,rio gallegos,-51.6226,-69.2181,33.85,80,0,16.11,AR,1627259725
385,kultuk,51.7208,103.6956,65.82,64,5,2.48,RU,1627259726
386,pontivy,48.0,-3.0,61.36,94,7,5.06,FR,1627259726
387,mikhaylovskoye,51.8239,79.7172,72.36,58,7,10.0,RU,1627259727
388,ambulu,-8.345,113.6058,75.25,65,2,0.74,ID,1627259727
389,comodoro rivadavia,-45.8667,-67.5,39.06,65,75,11.5,AR,1627259571
390,mae hong son,19.3003,97.9685,75.34,94,75,0.0,TH,1627259728
391,poindimie,-20.9333,165.3333,78.67,52,23,3.33,NC,1627259728
392,babu,24.4167,111.5167,84.38,77,9,3.13,CN,1627259728
393,senneterre,48.3835,-77.2328,70.02,90,16,2.46,CA,1627259729
394,yumen,40.2833,97.2,79.38,30,0,13.78,CN,1627259729
395,abasha,42.2096,42.2211,68.22,94,81,1.63,GE,1627259729
396,zavodskoy,43.4597,132.2922,80.19,78,40,6.71,RU,1627259730
397,kasongo-lunda,-6.4667,16.8167,68.34,35,95,2.17,CD,1627259730
398,houma,29.5958,-90.7195,89.6,76,79,1.99,US,1627259552
399,bellmead,31.594,-97.1089,95.86,46,1,9.22,US,1627259731
400,leczyca,52.0596,19.1997,70.09,71,93,10.71,PL,1627259731
401,skibbereen,51.55,-9.2667,64.2,89,82,4.14,IE,1627259731
402,ouesso,1.6136,16.0517,70.77,91,100,2.15,CG,1627259732
403,haines junction,60.7522,-137.5108,64.35,45,100,10.36,CA,1627259732
404,harlingen,26.1906,-97.6961,92.34,59,1,13.8,US,1627259582
405,gat,31.61,34.7642,79.48,83,13,4.56,IL,1627259705
406,the valley,18.217,-63.0578,82.26,83,98,18.48,AI,1627259733
407,tahe,52.3333,124.7333,72.59,60,6,3.94,CN,1627259733
408,kyshtovka,56.555,76.6271,57.33,98,100,12.8,RU,1627259734
409,amahai,-3.3333,128.9167,80.01,76,86,5.5,ID,1627259734
410,murray bridge,-35.1167,139.2667,58.48,64,100,17.27,AU,1627259734
411,komsomolskiy,40.4272,71.7189,78.22,41,0,9.22,UZ,1627259735
412,nalut,30.3333,10.85,79.63,23,0,12.26,LY,1627259735
413,aswan,24.0934,32.907,85.3,30,0,6.91,EG,1627259736
414,totness,5.8833,-56.3167,77.92,80,100,8.19,SR,1627259736
415,pauini,-7.7136,-66.9764,78.66,53,50,3.22,BR,1627259736
416,tolaga bay,-38.3667,178.3,55.04,91,100,20.8,NZ,1627259737
417,srednekolymsk,67.45,153.6833,55.76,41,54,15.68,RU,1627259737
418,rudnaya pristan,44.3614,135.8116,77.9,78,69,5.41,RU,1627259737
419,lebedinyy,58.5167,125.5167,64.62,62,5,7.72,RU,1627259738
420,san pedro,14.35,121.0167,85.32,77,75,16.11,PH,1627259738
421,vincennes,48.85,2.4333,64.69,91,90,3.44,FR,1627259738
422,alihe,50.5667,123.7167,72.93,58,78,3.13,CN,1627259739
423,tucuma,-0.1833,-50.05,76.71,85,67,6.2,BR,1627259739
424,mustvee,58.8486,26.9397,59.38,70,6,2.93,EE,1627259740
425,plettenberg bay,-34.0527,23.3716,58.95,45,100,8.39,ZA,1627259740
426,methoni,36.8197,21.7049,77.22,75,0,5.97,GR,1627259740
427,moose factory,51.2585,-80.6094,59.0,82,75,8.05,CA,1627259741
428,marion,39.7684,-86.1555,86.2,78,75,6.91,US,1627259741
429,balkhash,46.844,74.9804,76.87,44,93,5.48,KZ,1627259741
430,wasilla,61.5814,-149.4394,61.54,70,75,5.46,US,1627259467
431,pozo colorado,-23.4923,-58.7972,77.9,39,23,6.67,PY,1627259742
432,koraput,18.8167,82.7167,71.29,90,26,8.88,IN,1627259742
433,samarai,-10.6167,150.6667,79.83,73,88,17.27,PG,1627259743
434,mairwa,26.2333,84.15,85.77,74,76,6.87,IN,1627259743
435,chuy,-33.6971,-53.4616,60.08,94,0,4.14,UY,1627259523
436,kapoeta,4.7717,33.5903,70.9,61,100,10.89,SS,1627259743
437,hasaki,35.7333,140.8333,82.8,67,99,20.78,JP,1627259744
438,constantine,36.365,6.6147,87.21,25,40,10.36,DZ,1627259744
439,aklavik,68.2191,-135.0107,57.92,79,100,12.73,CA,1627259744
440,monticello,45.3055,-93.7941,89.55,33,1,0.0,US,1627259745
441,nueva helvecia,-34.3,-57.2333,55.6,89,100,6.71,UY,1627259745
442,salalah,17.0151,54.0924,78.89,83,75,6.91,OM,1627259745
443,cahors,44.4167,1.3333,62.1,93,100,4.07,FR,1627259746
444,kodinsk,58.6881,99.1844,76.15,50,100,2.82,RU,1627259746
445,hofn,64.2539,-15.2082,51.51,90,19,12.15,IS,1627259746
446,den helder,52.9599,4.7593,66.94,94,32,1.01,NL,1627259747
447,kutum,14.2,24.6667,73.33,72,100,4.65,SD,1627259747
448,mandan,46.8267,-100.8896,95.0,24,1,1.99,US,1627259747
449,cheyenne,41.14,-104.8203,84.9,31,1,12.66,US,1627259748
450,santa clarita,34.3917,-118.5426,92.28,31,1,4.0,US,1627259573
451,burnie,-41.0667,145.9167,52.92,91,100,13.49,AU,1627259550
452,kieta,-6.2167,155.6333,83.95,71,24,3.96,PG,1627259748
453,dalvik,65.9702,-18.5286,53.53,73,10,7.4,IS,1627259749
454,victor harbor,-35.5667,138.6167,58.46,79,100,4.0,AU,1627259749
455,port hedland,-20.3167,118.5667,68.05,40,100,4.61,AU,1627259749
456,coihaique,-45.5752,-72.0662,33.75,80,75,0.0,CL,1627259750
457,yantai,37.5333,121.4,83.71,65,6,8.88,CN,1627259704
458,jhanjharpur,26.2667,86.2833,84.25,79,100,7.0,IN,1627259750
459,emba,48.8264,58.1442,69.53,49,0,5.91,KZ,1627259751
460,akureyri,65.6835,-18.0878,53.53,62,20,17.27,IS,1627259751
461,dubbo,-32.25,148.6167,50.13,71,75,12.66,AU,1627259538
462,grindavik,63.8424,-22.4338,48.15,100,90,19.57,IS,1627259751
463,soubre,5.7856,-6.6083,70.88,93,86,2.73,CI,1627259752
464,kijang,35.2442,129.2139,85.73,68,7,9.48,KR,1627259752
465,sydney,-33.8679,151.2073,65.8,55,40,1.01,AU,1627259752
466,monroe,43.1501,-77.6831,80.47,66,40,10.36,US,1627259495
467,baykit,61.67,96.37,78.28,51,69,3.29,RU,1627259753
468,akyab,20.15,92.9,79.54,93,100,23.82,MM,1627259753
469,lae,-6.7221,146.9847,74.07,85,100,3.15,PG,1627259753
470,kudahuvadhoo,2.6708,72.8944,82.2,73,99,5.82,MV,1627259754
471,miloslavskoye,53.5815,39.4399,54.97,54,100,3.94,RU,1627259754
472,sicamous,50.8331,-118.9856,97.48,20,1,9.69,CA,1627259755
473,gimli,50.6336,-96.9907,83.43,36,95,6.91,CA,1627259755
474,tura,25.5198,90.2201,77.68,92,100,3.51,IN,1627259755
475,sangar,63.9242,127.4739,76.08,39,10,9.08,RU,1627259756
476,cay,38.5917,31.0286,61.43,69,25,3.4,TR,1627259756
477,corrales,35.2378,-106.6067,83.41,53,75,3.0,US,1627259756
478,mastic beach,40.7668,-72.8521,76.98,89,1,1.01,US,1627259757
479,lensk,60.7253,114.9278,81.18,42,8,1.61,RU,1627259515
480,tilichiki,60.4667,166.1,58.66,85,100,8.1,RU,1627259757
481,turiacu,-1.6633,-45.3717,73.92,87,23,3.29,BR,1627259758
482,samfya,-11.3649,29.5565,49.96,77,4,11.23,ZM,1627259758
483,tuatapere,-46.1333,167.6833,47.82,93,100,1.25,NZ,1627259758
484,naze,28.3667,129.4833,81.52,91,100,17.27,JP,1627259574
485,vila,42.0304,-8.1588,55.33,91,0,3.49,PT,1627259759
486,anadyr,64.75,177.4833,54.1,93,75,8.01,RU,1627259759
487,magadan,59.5667,150.8,54.82,98,100,3.4,RU,1627259760
488,belem de sao francisco,-8.7539,-38.9658,73.18,68,48,20.31,BR,1627259760
489,luanda,-8.8368,13.2343,69.8,88,20,3.44,AO,1627259560
490,vidim,56.4088,103.1106,74.91,42,9,7.74,RU,1627259761
491,whitehorse,60.7161,-135.0538,66.97,37,75,4.0,CA,1627259761
492,shenjiamen,29.9576,122.298,79.21,88,100,28.7,CN,1627259761
493,ust-nera,64.5667,143.2,51.57,91,100,5.35,RU,1627259762
494,satipo,-11.2522,-74.6386,73.69,61,71,2.84,PE,1627259762
495,nouadhibou,20.931,-17.0347,69.78,94,20,19.57,MR,1627259762
496,jieshi,22.8134,115.8257,86.95,76,50,7.72,CN,1627259763
497,nyagan,62.1406,65.3936,50.2,75,12,3.44,RU,1627259763
498,khasan,42.4308,130.6434,79.59,77,91,5.86,RU,1627259763
499,fethiye,36.6217,29.1164,75.07,50,0,6.24,TR,1627259764
500,yarada,17.65,83.2667,79.12,94,75,8.05,IN,1627259764
501,makakilo city,21.3469,-158.0858,88.12,58,75,10.36,US,1627259765
502,eniwa,42.8779,141.5442,81.03,72,75,7.0,JP,1627259765
503,jiayuguan,39.8167,98.3,79.61,27,15,10.85,CN,1627259765
504,kununurra,-15.7667,128.7333,76.98,38,62,6.91,AU,1627259766
505,urusha,54.05,122.9,69.69,66,49,7.65,RU,1627259766
506,malpe,13.35,74.7167,76.3,92,91,7.7,IN,1627259766
507,manzhouli,49.6,117.4333,66.87,68,25,8.12,CN,1627259767
508,ust-omchug,61.15,149.6333,54.77,96,100,3.33,RU,1627259767
509,nushki,29.5542,66.0215,89.13,14,100,3.65,PK,1627259768
510,mao,39.8885,4.2658,73.96,78,0,5.75,ES,1627259768
511,puerto ayacucho,5.6639,-67.6236,76.12,89,100,1.72,VE,1627259769
512,canton,23.1167,113.25,87.87,63,68,3.4,CN,1627259683
513,zheleznodorozhnyy,55.7503,38.0042,61.14,55,45,1.79,RU,1627259769
514,longyearbyen,78.2186,15.6401,42.64,87,75,6.91,SJ,1627259770
515,egvekinot,66.3167,-179.1667,47.89,82,100,2.75,RU,1627259715
516,tshikapa,-6.4167,20.8,69.51,39,87,3.6,CD,1627259770
517,puerto carreno,6.189,-67.4859,78.21,82,100,2.01,CO,1627259771
518,rathdrum,47.8137,-116.892,98.22,19,1,1.99,US,1627259771
519,poum,-20.2333,164.0167,73.33,71,12,19.37,NC,1627259772
520,umm lajj,25.0213,37.2685,84.81,57,6,9.6,SA,1627259772
521,wajima,37.4,136.9,84.88,74,40,3.44,JP,1627259772
522,zaysan,47.4667,84.8667,81.72,29,18,6.96,KZ,1627259773
523,vila velha,-20.3297,-40.2925,67.95,83,40,3.44,BR,1627259740
524,san juan,-31.5375,-68.5364,53.31,36,0,9.75,AR,1627259773
525,qasigiannguit,68.8193,-51.1922,52.05,61,100,5.59,GL,1627259774
526,fairbanks,64.8378,-147.7164,69.6,53,40,3.44,US,1627259732
527,awjilah,29.1081,21.2869,77.74,36,0,9.53,LY,1627259755
528,woodhaven,42.1389,-83.2416,86.38,36,1,0.0,US,1627259774
529,stornoway,58.2093,-6.3865,55.92,94,90,9.22,GB,1627259774
530,tornio,65.8481,24.1466,51.82,89,100,4.32,FI,1627259775
531,sarab,38.6066,44.9883,72.82,61,0,4.21,IR,1627259775
532,manggar,-2.8833,108.2667,83.16,69,8,13.85,ID,1627259554
533,aripuana,-9.1667,-60.6333,78.04,48,7,1.92,BR,1627259776
534,bolshevik,54.0065,27.5692,56.82,70,4,3.09,BY,1627259776
535,praya,14.9215,-23.5087,74.84,75,98,8.61,CV,1627259776
536,atyrau,47.1167,51.8833,71.62,37,0,8.95,KZ,1627259777
537,bay roberts,47.5999,-53.2648,58.05,89,9,1.99,CA,1627259777
538,rawson,-43.3002,-65.1023,44.22,50,0,12.26,AR,1627259777
539,houston,29.7633,-95.3633,95.34,58,1,4.0,US,1627259217
540,requena,39.4883,-1.1004,70.0,91,77,5.19,ES,1627259778
541,avera,33.194,-82.5271,87.67,71,79,5.53,US,1627259778
542,robertsport,6.7533,-11.3686,77.2,77,70,7.87,LR,1627259779
543,thunder bay,48.4001,-89.3168,82.38,31,75,9.22,CA,1627259700
544,dunedin,-45.8742,170.5036,52.81,66,100,20.0,NZ,1627259779
545,sassandra,4.95,-6.0833,74.71,87,79,6.29,CI,1627259779
546,doume,4.2333,13.45,66.85,97,100,3.65,CM,1627259780
547,joshimath,30.5667,79.5667,74.86,90,100,2.15,IN,1627259780
548,nichinan,31.6,131.3667,83.88,82,100,9.04,JP,1627259780
549,mogadishu,2.0371,45.3438,76.26,77,7,20.56,SO,1627259569
550,harwich,51.9419,1.2844,64.18,95,23,3.0,GB,1627259781
551,dire dawa,9.5931,41.8661,67.42,65,93,10.45,ET,1627259781
552,puerto quijarro,-17.7833,-57.7667,76.06,38,0,2.51,BO,1627259781
553,damietta,31.4165,31.8133,78.69,74,0,7.87,EG,1627259782
554,meulaboh,4.1363,96.1285,78.58,82,75,2.28,ID,1627259782
555,villanueva de la serena,38.9766,-5.7974,68.83,75,0,8.63,ES,1627259782
556,talaya,61.3833,152.75,61.34,83,100,1.36,RU,1627259783
557,huilong,31.8111,121.655,82.99,94,100,28.52,CN,1627259783
558,kiunga,-6.1219,141.2906,72.09,98,100,4.43,PG,1627259784
559,nigde,37.8333,34.75,58.57,52,0,3.78,TR,1627259784
